date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:02:29	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:43%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:738838@10197922	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_738838@10197922	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:29	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:43%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:530699@10936760	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_530699@10936760	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:29	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:43%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:690283@11467459	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_690283@11467459	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:29	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:43%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:370103@12157742	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_370103@12157742	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:30	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:44%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:435806@12527845	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_435806@12527845	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:30	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:44%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:1102656@12963651	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_1102656@12963651	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:31	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:45%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:535354@14066307	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_535354@14066307	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:32	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:45%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:236634@14601661	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_236634@14601661	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:32	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:46%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:682850@14838295	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_682850@14838295	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:32	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:46%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:532402@15521145	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_532402@15521145	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:33	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:46%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:474148@16053547	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_474148@16053547	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:33	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:47%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:438749@16527695	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_438749@16527695	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:33	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:47%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:673307@16966444	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_673307@16966444	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:34	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:48%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:806951@17639751	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_806951@17639751	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:34	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:48%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:758876@18446702	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_758876@18446702	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:34	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:48%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:315645@19205578	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_315645@19205578	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:34	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:48%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:286351@19521223	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_286351@19521223	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:35	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:49%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:1005190@19807574	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_1005190@19807574	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:35	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:49%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:416795@20812764	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_416795@20812764	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:36	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:49%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:985156@21229559	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_985156@21229559	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:36	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:50%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:1001260@22214715	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_1001260@22214715	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:36	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:50%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:387777@23215975	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_387777@23215975	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:37	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:51%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:220537@23603752	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_220537@23603752	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:37	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:51%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:471883@23824289	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_471883@23824289	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:38	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:52%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:1140819@24296172	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_1140819@24296172	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:38	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:52%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:691409@25436991	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_691409@25436991	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:38	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:52%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:756355@26128400	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_756355@26128400	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:38	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:52%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:1036932@26884755	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_1036932@26884755	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:39	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:53%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:827986@27921687	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_827986@27921687	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:39	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:53%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:772453@28749673	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_772453@28749673	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:39	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:53%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:759613@29522126	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_759613@29522126	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:40	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:53%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:1008000@30281739	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_1008000@30281739	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:40	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:54%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:918747@31289739	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_918747@31289739	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:40	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:54%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:966884@32208486	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_966884@32208486	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:41	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:55%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:1119793@33175370	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_1119793@33175370	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:41	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:55%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:1159274@34295163	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_1159274@34295163	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:42	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:56%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:658174@35454437	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_658174@35454437	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:42	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:56%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:830795@36112611	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_830795@36112611	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:42	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:56%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:726002@36943406	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_726002@36943406	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:43	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:57%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:659656@37669408	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_659656@37669408	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:43	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:57%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:1078798@38329064	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_1078798@38329064	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:44	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:57%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:689470@39407862	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_689470@39407862	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:44	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:58%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:1175883@40097332	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_1175883@40097332	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:44	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:58%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:834530@41273215	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_834530@41273215	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:45	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:59%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:662484@42107745	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_662484@42107745	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:45	45792138/45792138	---MC-	200	added ('OK')	video/mp4	date:Thu,%2014%20Aug%202025%2010:02:37%20GMT	https://sibita.my.canva.site/_assets/video/1e359caa0d75c915f615c842fe8a523a.mp4	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/1e359caa0d75c915f615c842fe8a523a.mp4	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:45	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:02:59%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:138939@42770229	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_138939@42770229	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:46	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:00%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:315321@42909168	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_315321@42909168	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:46	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:00%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:240053@43224489	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_240053@43224489	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:46	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:00%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:240730@43464542	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_240730@43464542	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:46	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:00%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:214177@43705272	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_214177@43705272	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:47	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:01%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:261928@43919449	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_261928@43919449	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:47	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:01%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:200371@44181377	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_200371@44181377	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:47	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:01%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:532038@44381748	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_532038@44381748	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:47	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:01%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:583979@44913786	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_583979@44913786	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:48	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:02%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:294373@45497765	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_294373@45497765	(from https://sibita.my.canva.site/_assets/video/77821a1fcd8996176c23a4a78ac4067a.m3u)
13:02:48	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:02%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-MAP:URI=%227bbc78f34a357f4cf2cecc1eb5fe7c01.mp4%22,BYTERANGE=%22860@0%22	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-MAP_URI=_7bbc78f34a357f4cf2cecc1eb5fe7c01.mp4_,BYTERANGE=_860@0_	(from https://sibita.my.canva.site/_assets/video/d0e7fc8519232fde64ea5b56d44abe37.m3u)
13:02:48	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:02%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:35160@996	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_35160@996	(from https://sibita.my.canva.site/_assets/video/d0e7fc8519232fde64ea5b56d44abe37.m3u)
13:02:49	658278/658278	---MC-	200	added ('OK')	video/mp4	date:Thu,%2014%20Aug%202025%2010:03:03%20GMT	https://sibita.my.canva.site/_assets/video/7bbc78f34a357f4cf2cecc1eb5fe7c01.mp4	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/7bbc78f34a357f4cf2cecc1eb5fe7c01.mp4	(from https://sibita.my.canva.site/_assets/video/d0e7fc8519232fde64ea5b56d44abe37.m3u)
13:02:49	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:03%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:46177@36156	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_46177@36156.1a6.delayed	(from https://sibita.my.canva.site/_assets/video/d0e7fc8519232fde64ea5b56d44abe37.m3u)
13:02:50	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:04%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:45332@82333	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_45332@82333	(from https://sibita.my.canva.site/_assets/video/d0e7fc8519232fde64ea5b56d44abe37.m3u)
13:02:50	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:04%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:46695@127665	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_46695@127665	(from https://sibita.my.canva.site/_assets/video/d0e7fc8519232fde64ea5b56d44abe37.m3u)
13:02:50	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:04%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:46601@174360	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_46601@174360	(from https://sibita.my.canva.site/_assets/video/d0e7fc8519232fde64ea5b56d44abe37.m3u)
13:02:50	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:04%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:228716@220961	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_228716@220961	(from https://sibita.my.canva.site/_assets/video/d0e7fc8519232fde64ea5b56d44abe37.m3u)
13:02:51	572/572	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Aug%202025%2010:03:05%20GMT	https://sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE:193777@449677	C:/Users/GOKHAN/Desktop/3e/sibita.my.canva.site/_assets/video/EXT-X-BYTERANGE_193777@449677	(from https://sibita.my.canva.site/_assets/video/d0e7fc8519232fde64ea5b56d44abe37.m3u)
